time,P,G(i),H_sun,T2m,WS10m,Int
20190119:0610,0.0,0.0,0.0,0.7,1.17,0.0
20190119:0710,0.0,0.0,0.0,1.74,0.76,0.0
20190119:0810,22573000.0,273.79,5.82,1.16,0.83,0.0
20190119:0910,24978000.0,294.37,15.13,2.6,0.48,0.0
20190119:1010,24982000.0,296.36,22.84,4.59,0.97,0.0
20190119:1110,38563000.0,453.58,28.29,6.18,1.59,0.0
20190119:1210,54156000.0,639.69,30.84,7.14,2.34,0.0
20190119:1310,24036000.0,288.45,30.11,7.79,3.03,0.0
20190119:1410,14934000.0,186.73,26.2,7.93,3.52,0.0
20190119:1510,23128000.0,277.25,19.67,7.8,3.03,0.0
20190119:1610,21633000.0,264.54,11.18,7.5,2.69,0.0
20190119:1710,0.0,0.0,0.0,7.02,2.9,0.0
20190119:1810,0.0,0.0,0.0,6.27,3.45,0.0
20190119:1910,0.0,0.0,0.0,5.98,2.97,0.0
20190119:2010,0.0,0.0,0.0,5.82,3.03,0.0
20190119:2110,0.0,0.0,0.0,5.88,3.79,0.0
20190119:2210,0.0,0.0,0.0,5.79,2.62,0.0
20190119:2310,0.0,0.0,0.0,5.91,3.45,0.0
20190120:0010,0.0,0.0,0.0,5.95,2.62,0.0
20190120:0110,0.0,0.0,0.0,6.06,2.62,0.0
20190120:0210,0.0,0.0,0.0,6.33,2.41,0.0
20190120:0310,0.0,0.0,0.0,6.57,2.55,0.0
20190120:0410,0.0,0.0,0.0,6.63,2.55,0.0
20190120:0510,0.0,0.0,0.0,6.76,2.14,0.0
20190120:0610,0.0,0.0,0.0,6.83,2.0,0.0
20190120:0710,0.0,0.0,0.0,7.32,2.62,0.0
20190120:0810,4260000.0,65.31,5.92,7.06,3.31,0.0
20190120:0910,27366000.0,322.9,15.25,6.81,3.1,0.0
20190120:1010,24626000.0,292.72,22.99,7.1,3.31,0.0
20190120:1110,50608000.0,590.75,28.47,8.06,4.14,0.0
20190120:1210,55435000.0,649.2,31.05,8.78,4.62,0.0
20190120:1310,40831000.0,479.57,30.33,9.59,4.62,0.0
20190120:1410,32703000.0,387.16,26.43,10.14,4.55,0.0
20190120:1510,52006000.0,613.61,19.89,10.3,4.21,0.0
20190120:1610,12792000.0,164.97,11.39,10.0,3.86,0.0
20190120:1710,0.0,0.0,0.0,8.98,2.76,0.0
20190120:1810,0.0,0.0,0.0,7.52,2.21,0.0
20190120:1910,0.0,0.0,0.0,6.42,2.21,0.0
20190120:2010,0.0,0.0,0.0,5.45,2.14,0.0
20190120:2110,0.0,0.0,0.0,4.27,2.07,0.0
20190120:2210,0.0,0.0,0.0,3.06,1.93,0.0
20190120:2310,0.0,0.0,0.0,2.33,1.79,0.0
20190121:0010,0.0,0.0,0.0,2.31,1.59,0.0
20190121:0110,0.0,0.0,0.0,2.01,1.59,0.0
20190121:0210,0.0,0.0,0.0,1.64,1.66,0.0
20190121:0310,0.0,0.0,0.0,1.44,1.59,0.0
20190121:0410,0.0,0.0,0.0,1.26,1.52,0.0
20190121:0510,0.0,0.0,0.0,1.24,1.45,0.0
20190121:0610,0.0,0.0,0.0,0.86,1.38,0.0
20190121:0710,0.0,0.0,0.0,1.47,1.38,0.0
20190121:0810,24090000.0,290.91,6.02,1.4,1.31,0.0
20190121:0910,49255000.0,577.45,15.39,3.16,0.97,0.0
20190121:1010,66782000.0,793.01,23.15,6.0,2.21,0.0
20190121:1110,76883000.0,918.5,28.66,7.03,3.24,0.0
20190121:1210,76187000.0,910.71,31.26,7.92,3.66,0.0
20190121:1310,50154000.0,589.21,30.56,8.54,3.66,0.0
20190121:1410,31618000.0,373.74,26.66,8.8,3.79,0.0
20190121:1510,26108000.0,311.26,20.11,8.78,3.79,0.0
20190121:1610,2811000.0,47.28,11.6,8.4,3.38,0.0
20190121:1710,0.0,0.0,0.0,7.53,2.34,0.0
20190121:1810,0.0,0.0,0.0,6.07,1.52,0.0
20190121:1910,0.0,0.0,0.0,4.73,1.72,0.0
20190121:2010,0.0,0.0,0.0,3.58,1.52,0.0
20190121:2110,0.0,0.0,0.0,4.32,1.17,0.0
20190121:2210,0.0,0.0,0.0,4.26,1.1,0.0
20190121:2310,0.0,0.0,0.0,3.66,1.24,0.0
20190122:0010,0.0,0.0,0.0,3.95,0.76,0.0
20190122:0110,0.0,0.0,0.0,3.61,0.55,0.0
20190122:0210,0.0,0.0,0.0,3.06,0.76,0.0
20190122:0310,0.0,0.0,0.0,2.41,0.9,0.0
20190122:0410,0.0,0.0,0.0,1.86,0.97,0.0
20190122:0510,0.0,0.0,0.0,1.0,1.24,0.0
20190122:0610,0.0,0.0,0.0,0.32,1.38,0.0
20190122:0710,0.0,0.0,0.0,-1.11,1.66,0.0
20190122:0810,7525000.0,101.18,6.13,-0.5,1.79,0.0
20190122:0910,31241000.0,360.89,15.52,1.94,1.86,0.0
20190122:1010,48065000.0,553.82,23.31,4.28,3.03,0.0
20190122:1110,28264000.0,331.83,28.86,5.73,3.66,0.0
20190122:1210,54691000.0,634.41,31.48,6.43,4.34,0.0
20190122:1310,53861000.0,623.74,30.79,6.87,4.9,0.0
20190122:1410,51437000.0,594.29,26.89,6.88,4.97,0.0
20190122:1510,39098000.0,452.8,20.34,6.84,4.9,0.0
20190122:1610,0.0,0.0,0.0,6.22,4.0,0.0
20190122:1710,0.0,0.0,0.0,5.61,3.72,0.0
20190122:1810,0.0,0.0,0.0,5.23,3.72,0.0
20190122:1910,0.0,0.0,0.0,5.58,4.34,0.0
20190122:2010,0.0,0.0,0.0,5.39,4.28,0.0
20190122:2110,0.0,0.0,0.0,5.29,4.07,0.0
20190122:2210,0.0,0.0,0.0,5.25,4.0,0.0
20190122:2310,0.0,0.0,0.0,5.15,4.07,0.0
20190123:0010,0.0,0.0,0.0,4.96,4.21,0.0
20190123:0110,0.0,0.0,0.0,4.51,4.21,0.0
20190123:0210,0.0,0.0,0.0,4.1,4.21,0.0
20190123:0310,0.0,0.0,0.0,3.53,4.21,0.0
20190123:0410,0.0,0.0,0.0,3.27,4.41,0.0
20190123:0510,0.0,0.0,0.0,3.08,4.41,0.0
20190123:0610,0.0,0.0,0.0,2.87,4.41,0.0
20190123:0710,0.0,0.0,0.0,3.69,4.69,0.0
20190123:0810,17720000.0,218.45,6.25,4.12,4.69,0.0
20190123:0910,14479000.0,178.01,15.67,5.17,6.21,0.0
20190123:1010,19466000.0,233.96,23.49,6.62,6.41,0.0
20190123:1110,50147000.0,577.69,29.06,7.83,6.76,0.0
20190123:1210,41051000.0,476.5,31.71,8.65,6.9,0.0
20190123:1310,24814000.0,296.62,31.03,9.26,6.62,0.0
20190123:1410,27078000.0,322.02,27.13,9.98,6.69,0.0
20190123:1510,29179000.0,345.69,20.57,10.23,6.14,0.0
20190123:1610,19752000.0,243.53,12.03,9.82,5.38,0.0
20190123:1710,0.0,0.0,0.0,9.28,4.97,0.0
20190123:1810,0.0,0.0,0.0,8.07,4.69,0.0
20190123:1910,0.0,0.0,0.0,8.3,4.55,0.0
20190123:2010,0.0,0.0,0.0,7.7,4.41,0.0
20190123:2110,0.0,0.0,0.0,7.11,4.21,0.0
20190123:2210,0.0,0.0,0.0,6.6,4.07,0.0
20190123:2310,0.0,0.0,0.0,6.34,4.14,0.0
20190124:0010,0.0,0.0,0.0,6.07,3.93,0.0
20190124:0110,0.0,0.0,0.0,5.86,3.72,0.0
20190124:0210,0.0,0.0,0.0,5.53,3.52,0.0
20190124:0310,0.0,0.0,0.0,5.35,3.24,0.0
20190124:0410,0.0,0.0,0.0,4.95,3.24,0.0
20190124:0510,0.0,0.0,0.0,4.73,3.1,0.0
20190124:0610,0.0,0.0,0.0,4.44,2.9,0.0
20190124:0710,0.0,0.0,0.0,5.39,2.97,0.0
20190124:0810,6886000.0,95.96,6.38,5.27,2.76,0.0
20190124:0910,26937000.0,318.7,15.81,6.76,2.62,0.0
20190124:1010,51437000.0,606.65,23.67,8.81,2.97,0.0
20190124:1110,59745000.0,717.06,29.27,10.67,2.9,0.0
20190124:1210,66741000.0,807.13,31.94,12.28,3.72,0.0
20190124:1310,70949000.0,862.57,31.27,12.91,3.86,0.0
20190124:1410,66836000.0,813.84,27.38,13.17,3.24,0.0
20190124:1510,49097000.0,590.7,20.8,13.43,3.38,0.0
20190124:1610,29319000.0,361.74,12.25,13.11,2.97,0.0
20190124:1710,0.0,0.0,0.0,12.17,2.48,0.0
20190124:1810,0.0,0.0,0.0,10.28,2.21,0.0
20190124:1910,0.0,0.0,0.0,9.75,2.07,0.0
20190124:2010,0.0,0.0,0.0,8.55,1.86,0.0
20190124:2110,0.0,0.0,0.0,7.34,1.93,0.0
20190124:2210,0.0,0.0,0.0,6.73,1.86,0.0
20190124:2310,0.0,0.0,0.0,6.12,2.21,0.0
20190125:0010,0.0,0.0,0.0,5.81,2.34,0.0
20190125:0110,0.0,0.0,0.0,5.37,2.28,0.0
20190125:0210,0.0,0.0,0.0,4.96,2.07,0.0
20190125:0310,0.0,0.0,0.0,4.56,2.0,0.0
20190125:0410,0.0,0.0,0.0,4.09,2.07,0.0
20190125:0510,0.0,0.0,0.0,3.74,2.14,0.0
20190125:0610,0.0,0.0,0.0,3.6,2.21,0.0
20190125:0710,0.0,0.0,0.0,3.82,2.34,0.0
20190125:0810,23941000.0,291.3,6.51,4.4,2.69,0.0
20190125:0910,47706000.0,561.6,15.97,7.19,2.34,0.0
20190125:1010,64104000.0,767.22,23.85,10.26,3.17,0.0
20190125:1110,75088000.0,912.6,29.48,11.66,3.66,0.0
20190125:1210,76916000.0,944.83,32.18,12.72,3.52,0.0
20190125:1310,76211000.0,940.43,31.52,13.55,3.38,0.0
20190125:1410,67232000.0,822.43,27.62,14.04,3.31,0.0
20190125:1510,53694000.0,650.47,21.04,14.13,3.24,0.0
20190125:1610,34116000.0,420.65,12.48,13.66,3.03,0.0
20190125:1710,474000.0,16.13,2.55,12.45,2.21,0.0
20190125:1810,0.0,0.0,0.0,10.61,1.93,0.0
20190125:1910,0.0,0.0,0.0,9.81,1.52,0.0
20190125:2010,0.0,0.0,0.0,9.04,1.52,0.0
20190125:2110,0.0,0.0,0.0,8.92,1.45,0.0
20190125:2210,0.0,0.0,0.0,7.47,1.66,0.0
20190125:2310,0.0,0.0,0.0,5.45,2.14,0.0
20190126:0010,0.0,0.0,0.0,4.33,2.34,0.0
20190126:0110,0.0,0.0,0.0,3.66,2.21,0.0
20190126:0210,0.0,0.0,0.0,3.1,2.0,0.0
20190126:0310,0.0,0.0,0.0,2.6,1.93,0.0
20190126:0410,0.0,0.0,0.0,2.07,1.86,0.0
20190126:0510,0.0,0.0,0.0,1.54,1.86,0.0
20190126:0610,0.0,0.0,0.0,1.18,1.86,0.0
20190126:0710,0.0,0.0,0.0,2.34,1.52,0.0
20190126:0810,25792000.0,311.71,6.64,2.32,1.38,0.0
20190126:0910,48925000.0,581.1,16.13,5.43,0.83,0.0
20190126:1010,63887000.0,776.97,24.04,8.33,1.24,0.0
20190126:1110,72451000.0,907.59,29.7,10.36,1.1,0.0
20190126:1210,73459000.0,938.51,32.42,12.13,0.83,0.0
20190126:1310,72462000.0,935.33,31.78,13.47,0.62,0.0
20190126:1410,65887000.0,840.16,27.88,14.32,0.69,0.0
20190126:1510,53372000.0,666.12,21.28,14.67,0.9,0.0
20190126:1610,34850000.0,436.89,12.7,14.49,1.1,0.0
20190126:1710,862000.0,23.16,2.76,13.44,1.31,0.0
20190126:1810,0.0,0.0,0.0,11.0,1.66,0.0
20190126:1910,0.0,0.0,0.0,8.78,1.72,0.0
20190126:2010,0.0,0.0,0.0,7.19,1.79,0.0
20190126:2110,0.0,0.0,0.0,6.15,1.79,0.0
20190126:2210,0.0,0.0,0.0,5.53,1.79,0.0
20190126:2310,0.0,0.0,0.0,5.01,1.79,0.0
20190127:0010,0.0,0.0,0.0,4.46,1.86,0.0
20190127:0110,0.0,0.0,0.0,3.98,2.0,0.0
20190127:0210,0.0,0.0,0.0,3.29,2.07,0.0
20190127:0310,0.0,0.0,0.0,2.69,2.34,0.0
20190127:0410,0.0,0.0,0.0,2.64,2.62,0.0
20190127:0510,0.0,0.0,0.0,2.56,2.69,0.0
20190127:0610,0.0,0.0,0.0,2.35,2.62,0.0
20190127:0710,0.0,0.0,0.0,2.29,2.69,0.0
20190127:0810,25405000.0,305.28,6.78,2.33,2.76,0.0
20190127:0910,49837000.0,578.14,16.3,4.68,2.83,0.0
20190127:1010,66993000.0,786.6,24.24,6.9,3.72,0.0
20190127:1110,76573000.0,911.9,29.93,8.51,4.28,0.0
20190127:1210,78184000.0,935.17,32.68,9.67,4.76,0.0
20190127:1310,57184000.0,676.42,32.04,10.05,4.28,0.0
20190127:1410,52216000.0,617.5,28.13,10.38,4.0,0.0
20190127:1510,24701000.0,297.8,21.52,10.44,3.86,0.0
20190127:1610,32475000.0,391.83,12.93,10.09,4.07,0.0
20190127:1710,679000.0,19.13,2.97,9.21,3.52,0.0
20190127:1810,0.0,0.0,0.0,7.75,3.17,0.0
20190127:1910,0.0,0.0,0.0,7.08,2.83,0.0
20190127:2010,0.0,0.0,0.0,6.06,2.76,0.0
20190127:2110,0.0,0.0,0.0,5.3,2.76,0.0
20190127:2210,0.0,0.0,0.0,4.51,2.76,0.0
20190127:2310,0.0,0.0,0.0,3.85,2.69,0.0
20190128:0010,0.0,0.0,0.0,3.21,2.41,0.0
20190128:0110,0.0,0.0,0.0,2.53,2.14,0.0
20190128:0210,0.0,0.0,0.0,1.79,1.93,0.0
20190128:0310,0.0,0.0,0.0,0.95,1.79,0.0
20190128:0410,0.0,0.0,0.0,0.33,1.79,0.0
20190128:0510,0.0,0.0,0.0,-0.18,1.93,0.0
20190128:0610,0.0,0.0,0.0,-0.28,2.34,0.0
20190128:0710,0.0,0.0,0.0,-0.6,1.93,0.0
20190128:0810,25424000.0,302.62,6.93,-0.65,1.86,0.0
20190128:0910,50045000.0,577.94,16.47,2.57,2.14,0.0
20190128:1010,64505000.0,753.45,24.44,4.99,3.03,0.0
20190128:1110,70520000.0,835.67,30.16,6.85,3.31,0.0
20190128:1210,76486000.0,913.41,32.93,8.62,4.14,0.0
20190128:1310,76567000.0,911.54,32.31,9.6,4.97,0.0
20190128:1410,53217000.0,622.69,28.39,10.23,5.79,0.0
20190128:1510,49106000.0,573.92,21.77,10.13,5.86,0.0
20190128:1610,25623000.0,309.3,13.16,9.34,5.66,0.0
20190128:1710,33000.0,6.49,3.19,8.73,5.1,0.0
20190128:1810,0.0,0.0,0.0,7.94,4.21,0.0
20190128:1910,0.0,0.0,0.0,7.91,4.28,0.0
20190128:2010,0.0,0.0,0.0,7.01,3.86,0.0
20190128:2110,0.0,0.0,0.0,6.34,3.52,0.0
20190128:2210,0.0,0.0,0.0,5.78,3.24,0.0
20190128:2310,0.0,0.0,0.0,5.39,2.9,0.0
20190129:0010,0.0,0.0,0.0,4.91,2.55,0.0
20190129:0110,0.0,0.0,0.0,4.43,2.28,0.0
20190129:0210,0.0,0.0,0.0,3.96,2.07,0.0
20190129:0310,0.0,0.0,0.0,3.51,2.0,0.0
20190129:0410,0.0,0.0,0.0,3.25,1.93,0.0
20190129:0510,0.0,0.0,0.0,3.08,1.93,0.0
20190129:0610,0.0,0.0,0.0,3.31,2.14,0.0
20190129:0710,0.0,0.0,0.0,2.98,2.76,0.0
20190129:0810,5345000.0,77.06,7.08,3.08,2.69,0.0
20190129:0910,38482000.0,442.59,16.65,4.03,3.59,0.0
20190129:1010,59336000.0,689.54,24.65,6.01,3.72,0.0
20190129:1110,70671000.0,833.13,30.4,7.95,4.41,0.0
20190129:1210,54086000.0,630.36,33.19,9.58,6.41,0.0
20190129:1310,16278000.0,202.49,32.58,9.35,6.34,0.0
20190129:1410,17743000.0,217.96,28.66,8.71,6.0,0.0
20190129:1510,14614000.0,182.97,22.02,8.83,5.86,0.0
20190129:1610,4756000.0,71.01,13.39,8.59,4.97,0.0
20190129:1710,158000.0,9.27,3.4,8.26,5.03,0.0
20190129:1810,0.0,0.0,0.0,7.94,4.69,0.0
20190129:1910,0.0,0.0,0.0,7.98,4.83,0.0
20190129:2010,0.0,0.0,0.0,7.92,4.83,0.0
20190129:2110,0.0,0.0,0.0,7.73,4.62,0.0
20190129:2210,0.0,0.0,0.0,7.62,4.48,0.0
20190129:2310,0.0,0.0,0.0,7.5,4.34,0.0
20190130:0010,0.0,0.0,0.0,7.36,4.14,0.0
20190130:0110,0.0,0.0,0.0,7.05,4.21,0.0
20190130:0210,0.0,0.0,0.0,6.6,3.93,0.0
20190130:0310,0.0,0.0,0.0,6.11,3.45,0.0
20190130:0410,0.0,0.0,0.0,5.55,3.1,0.0
20190130:0510,0.0,0.0,0.0,5.12,2.55,0.0
20190130:0610,0.0,0.0,0.0,4.63,2.62,0.0
20190130:0710,0.0,0.0,0.0,4.09,3.45,0.0
20190130:0810,12475000.0,159.09,7.24,3.84,3.17,0.0
20190130:0910,39237000.0,449.72,16.83,4.51,4.83,0.0
20190130:1010,56978000.0,654.84,24.86,5.66,4.97,0.0
20190130:1110,49482000.0,573.5,30.65,6.84,4.48,0.0
20190130:1210,69779000.0,823.64,33.46,8.05,4.41,0.0
20190130:1310,65776000.0,777.21,32.85,9.09,4.48,0.0
20190130:1410,61735000.0,727.61,28.93,9.69,4.62,0.0
20190130:1510,29240000.0,347.34,22.27,9.86,4.62,0.0
20190130:1610,4216000.0,64.89,13.63,9.96,4.62,0.0
20190130:1710,156000.0,9.27,3.62,9.6,4.0,0.0
20190130:1810,0.0,0.0,0.0,8.6,3.24,0.0
20190130:1910,0.0,0.0,0.0,7.59,3.45,0.0
20190130:2010,0.0,0.0,0.0,7.36,4.0,0.0
20190130:2110,0.0,0.0,0.0,7.4,4.28,0.0
20190130:2210,0.0,0.0,0.0,7.41,4.21,0.0
20190130:2310,0.0,0.0,0.0,7.43,4.28,0.0
20190131:0010,0.0,0.0,0.0,7.5,4.62,0.0
20190131:0110,0.0,0.0,0.0,7.63,4.69,0.0
20190131:0210,0.0,0.0,0.0,7.67,4.48,0.0
20190131:0310,0.0,0.0,0.0,7.62,3.93,0.0
20190131:0410,0.0,0.0,0.0,7.8,3.66,0.0
20190131:0510,0.0,0.0,0.0,8.04,4.14,0.0
20190131:0610,0.0,0.0,0.0,8.26,3.79,0.0
20190131:0710,0.0,0.0,0.0,8.41,3.03,0.0
20190131:0810,14806000.0,189.09,7.41,8.42,3.38,0.0
20190131:0910,4865000.0,72.31,17.02,8.4,3.66,0.0
20190131:1010,18500000.0,226.67,25.08,8.53,3.52,0.0
20190131:1110,12795000.0,163.28,30.9,8.91,5.59,0.0
20190131:1210,25945000.0,309.91,33.73,9.48,6.41,0.0
20190131:1310,13573000.0,172.46,33.13,9.58,6.0,0.0
20190131:1410,7914000.0,108.46,29.2,10.15,5.66,0.0
20190131:1510,4053000.0,63.04,22.53,10.51,5.31,0.0
20190131:1610,7508000.0,103.99,13.86,10.53,5.03,0.0
20190131:1710,350000.0,12.98,3.84,10.4,4.69,0.0
20190131:1810,0.0,0.0,0.0,9.93,4.9,0.0
20190131:1910,0.0,0.0,0.0,9.6,5.59,0.0
20190131:2010,0.0,0.0,0.0,9.33,4.97,0.0
20190131:2110,0.0,0.0,0.0,9.26,5.24,0.0
20190131:2210,0.0,0.0,0.0,9.22,5.66,0.0
20190131:2310,0.0,0.0,0.0,9.19,4.76,0.0
20190201:0010,0.0,0.0,0.0,9.04,4.76,0.0
20190201:0110,0.0,0.0,0.0,8.94,4.9,0.0
20190201:0210,0.0,0.0,0.0,9.04,5.03,0.0
20190201:0310,0.0,0.0,0.0,8.97,4.55,0.0
20190201:0410,0.0,0.0,0.0,8.96,4.62,0.0
20190201:0510,0.0,0.0,0.0,7.93,5.86,0.0
20190201:0610,0.0,0.0,0.0,6.99,5.03,0.0
20190201:0710,0.0,0.0,0.0,7.12,4.97,0.0
20190201:0810,2921000.0,48.45,7.58,6.67,5.1,0.0
20190201:0910,25213000.0,296.76,17.22,6.3,5.1,0.0
20190201:1010,44331000.0,510.7,25.31,6.8,5.52,0.0
20190201:1110,55489000.0,640.6,31.15,7.24,6.0,0.0
20190201:1210,47273000.0,545.82,34.01,7.9,7.1,0.0
20190201:1310,70593000.0,824.6,33.42,8.86,6.69,0.0
20190201:1410,41882000.0,486.61,29.48,8.92,6.69,0.0
20190201:1510,5133000.0,75.09,22.79,7.53,7.24,0.0
20190201:1610,10330000.0,134.43,14.1,7.32,7.38,0.0
20190201:1710,415000.0,13.9,4.06,6.17,7.17,0.0
20190201:1810,0.0,0.0,0.0,5.25,6.41,0.0
20190201:1910,0.0,0.0,0.0,4.6,6.0,0.0
20190201:2010,0.0,0.0,0.0,4.29,5.86,0.0
20190201:2110,0.0,0.0,0.0,3.82,5.72,0.0
20190201:2210,0.0,0.0,0.0,3.62,5.93,0.0
20190201:2310,0.0,0.0,0.0,3.45,5.79,0.0
20190202:0010,0.0,0.0,0.0,3.42,5.45,0.0
20190202:0110,0.0,0.0,0.0,3.24,5.17,0.0
20190202:0210,0.0,0.0,0.0,3.13,5.17,0.0
20190202:0310,0.0,0.0,0.0,2.94,5.24,0.0
20190202:0410,0.0,0.0,0.0,2.66,5.24,0.0
20190202:0510,0.0,0.0,0.0,2.38,5.17,0.0
20190202:0610,0.0,0.0,0.0,2.29,5.1,0.0
20190202:0710,0.0,0.0,0.0,1.87,4.48,0.0
20190202:0810,25853000.0,308.63,7.75,2.08,3.79,0.0
20190202:0910,52057000.0,589.91,17.42,2.78,5.38,0.0
20190202:1010,69097000.0,788.09,25.54,4.02,6.07,0.0
20190202:1110,80342000.0,932.27,31.41,5.25,5.86,0.0
20190202:1210,83426000.0,977.52,34.29,6.05,5.66,0.0
20190202:1310,73919000.0,864.82,33.71,6.75,5.24,0.0
20190202:1410,72194000.0,840.4,29.76,6.76,5.45,0.0
20190202:1510,25311000.0,298.92,23.05,6.86,5.45,0.0
20190202:1610,12728000.0,161.23,14.34,6.67,4.9,0.0
20190202:1710,7767000.0,118.59,4.28,6.1,4.07,0.0
20190202:1810,0.0,0.0,0.0,4.99,3.31,0.0
20190202:1910,0.0,0.0,0.0,4.28,3.17,0.0
20190202:2010,0.0,0.0,0.0,3.46,3.17,0.0
20190202:2110,0.0,0.0,0.0,2.8,3.1,0.0
20190202:2210,0.0,0.0,0.0,2.15,2.76,0.0
20190202:2310,0.0,0.0,0.0,1.42,2.28,0.0
20190203:0010,0.0,0.0,0.0,0.66,2.07,0.0
20190203:0110,0.0,0.0,0.0,-0.15,1.93,0.0
20190203:0210,0.0,0.0,0.0,-0.88,2.0,0.0
20190203:0310,0.0,0.0,0.0,-1.54,1.86,0.0
20190203:0410,0.0,0.0,0.0,-1.88,1.59,0.0
20190203:0510,0.0,0.0,0.0,-1.74,1.38,0.0
20190203:0610,0.0,0.0,0.0,-1.39,1.24,0.0
20190203:0710,0.0,0.0,0.0,-2.07,1.45,0.0
20190203:0810,26269000.0,310.61,7.93,-1.97,1.45,0.0
20190203:0910,49862000.0,577.13,17.63,1.66,1.52,0.0
20190203:1010,67401000.0,790.52,25.78,4.31,2.69,0.0
20190203:1110,77747000.0,920.54,31.68,5.38,3.52,0.0
20190203:1210,80454000.0,964.01,34.58,6.3,3.31,0.0
20190203:1310,79595000.0,953.66,34.0,7.11,3.52,0.0
20190203:1410,71821000.0,851.12,30.04,7.59,3.79,0.0
20190203:1510,58299000.0,682.99,23.31,7.7,3.93,0.0
20190203:1610,38047000.0,452.19,14.58,7.39,3.59,0.0
20190203:1710,6268000.0,98.04,4.5,6.66,2.69,0.0
20190203:1810,0.0,0.0,0.0,5.12,1.93,0.0
20190203:1910,0.0,0.0,0.0,4.1,1.93,0.0
20190203:2010,0.0,0.0,0.0,2.42,1.93,0.0
20190203:2110,0.0,0.0,0.0,1.39,1.79,0.0
20190203:2210,0.0,0.0,0.0,1.22,1.66,0.0
20190203:2310,0.0,0.0,0.0,1.61,1.45,0.0
20190204:0010,0.0,0.0,0.0,2.31,1.31,0.0
20190204:0110,0.0,0.0,0.0,2.53,1.1,0.0
20190204:0210,0.0,0.0,0.0,1.65,1.17,0.0
20190204:0310,0.0,0.0,0.0,1.79,0.9,0.0
20190204:0410,0.0,0.0,0.0,1.33,0.62,0.0
20190204:0510,0.0,0.0,0.0,0.94,0.62,0.0
20190204:0610,0.0,0.0,0.0,0.42,0.9,0.0
20190204:0710,0.0,0.0,0.0,-0.87,1.17,0.0
20190204:0810,24502000.0,293.77,8.12,-0.02,0.9,0.0
20190204:0910,49165000.0,576.27,17.84,1.76,0.48,0.0
20190204:1010,65851000.0,797.46,26.02,5.24,0.76,0.0
20190204:1110,75353000.0,942.29,31.95,6.92,0.62,0.0
20190204:1210,78556000.0,1003.48,34.88,8.49,0.48,0.0
20190204:1310,77327000.0,991.39,34.3,9.74,0.48,0.0
20190204:1410,66564000.0,830.76,30.32,10.64,0.83,0.0
20190204:1510,55709000.0,681.98,23.58,11.06,1.1,0.0
20190204:1610,36243000.0,444.53,14.82,11.03,1.31,0.0
20190204:1710,7375000.0,114.78,4.73,10.25,1.24,0.0
20190204:1810,0.0,0.0,0.0,8.23,1.38,0.0
20190204:1910,0.0,0.0,0.0,7.1,1.03,0.0
20190204:2010,0.0,0.0,0.0,6.99,0.97,0.0
20190204:2110,0.0,0.0,0.0,6.55,0.9,0.0
20190204:2210,0.0,0.0,0.0,6.18,0.55,0.0
20190204:2310,0.0,0.0,0.0,5.98,0.48,0.0
20190205:0010,0.0,0.0,0.0,5.68,0.48,0.0
20190205:0110,0.0,0.0,0.0,5.18,0.62,0.0
20190205:0210,0.0,0.0,0.0,4.67,0.76,0.0
20190205:0310,0.0,0.0,0.0,4.17,0.9,0.0
20190205:0410,0.0,0.0,0.0,3.71,0.97,0.0
20190205:0510,0.0,0.0,0.0,2.77,1.1,0.0
20190205:0610,0.0,0.0,0.0,1.9,1.24,0.0
20190205:0710,0.0,0.0,0.0,0.5,1.31,0.0
20190205:0810,25230000.0,302.35,8.31,0.66,1.31,0.0
20190205:0910,48746000.0,574.83,18.06,3.89,0.76,0.0
20190205:1010,65089000.0,794.86,26.27,8.37,1.1,0.0
20190205:1110,75202000.0,939.96,32.23,10.71,1.52,0.0
20190205:1210,77288000.0,978.54,35.17,12.34,1.59,0.0
20190205:1310,77167000.0,981.88,34.6,13.42,1.59,0.0
20190205:1410,66260000.0,830.47,30.61,14.03,1.52,0.0
20190205:1510,54697000.0,675.68,23.84,14.24,1.52,0.0
20190205:1610,35062000.0,435.53,15.07,14.02,1.45,0.0
20190205:1710,7845000.0,122.27,4.95,13.13,1.31,0.0
20190205:1810,0.0,0.0,0.0,11.01,1.45,0.0
20190205:1910,0.0,0.0,0.0,9.8,1.17,0.0
20190205:2010,0.0,0.0,0.0,9.97,0.83,0.0
20190205:2110,0.0,0.0,0.0,9.32,0.48,0.0
20190205:2210,0.0,0.0,0.0,8.81,0.55,0.0
20190205:2310,0.0,0.0,0.0,8.31,0.76,0.0
20190206:0010,0.0,0.0,0.0,7.81,0.97,0.0
20190206:0110,0.0,0.0,0.0,6.91,1.1,0.0
20190206:0210,0.0,0.0,0.0,6.15,1.1,0.0
20190206:0310,0.0,0.0,0.0,5.21,1.24,0.0
20190206:0410,0.0,0.0,0.0,4.22,1.31,0.0
20190206:0510,0.0,0.0,0.0,3.73,1.31,0.0
20190206:0610,0.0,0.0,0.0,3.45,1.31,0.0
20190206:0710,0.0,0.0,0.0,2.89,1.17,0.0
20190206:0810,25058000.0,304.0,8.51,3.16,1.1,0.0
20190206:0910,48666000.0,580.59,18.28,5.67,0.55,0.0
20190206:1010,64540000.0,800.91,26.52,10.26,0.76,0.0
20190206:1110,73531000.0,939.56,32.51,12.68,0.9,0.0
20190206:1210,76386000.0,993.8,35.48,14.21,0.83,0.0
